indent,names,kind,pop_mil,lat,lon,iana,gv_id
                ,michigan,state,
                    ,alpena,city,0.014,45.078,-83.560,APN,2080
                    ,iron mountain,city,0.019,45.818,-88.115,IMT,2105
                    ,marquette,city,0.026,46.354,-87.395,MQT,2108
                    ,traverse city,city,0.050,44.741,-85.582,TVC,2123
                    ,flint,city,0.335,42.965,-83.744,FNT,2192
                    ,escanaba,city,0.020,45.723,-87.094,ESC,2256
                    ,kalamazoo,city,0.214,42.235,-85.552,AZO,2266
                    ,muskegon,city,0.160,43.169,-86.238,MKG,2286
                    ,ironwood,city,0.007,,,IWD,2332
                    ,lansing,city,0.321,42.779,-84.587,LAN,2392
                    ,detroit,city,3.522,42.212,-83.353,DTW,2397
                    ,manistee,city,0.009,44.272,-86.247,MBL,2497
                    ,saginaw,city,0.119,43.533,-84.080,MBS,2501
                ,minnesota,state,
                    ,duluth,city,0.120,46.842,-92.194,DLH,2085
                    ,thief river falls,city,0.009,48.066,-96.185,TVF,2122
                    ,brainerd,city,0.020,46.398,-94.138,BRD,2153
                    ,international falls,city,0.007,48.566,-93.403,INL,2174
                    ,willmar,city,0.020,,,ILL,2228
                    ,bemidji,city,0.017,47.509,-94.934,BJI,2349
                    ,hibbing,city,0.011,47.387,-92.839,HIB,2414
                    ,minneapolis,city,2.927,44.882,-93.222,MSP,2528
                ,mississippi,state,
                    ,tupelo,city,0.045,34.268,-88.770,TUP,2338
                    ,laurel,city,0.026,31.467,-89.337,PIB,2360
                    ,gulfport,city,0.221,30.407,-89.070,GPT,2475
                ,missouri,state,
                    ,joplin,city,0.086,37.152,-94.498,JLN,2119
                    ,branson,city,0.025,36.532,-93.201,BKG,2202
                    ,kirksville,city,0.016,40.093,-92.545,IRK,2239
                    ,warrensburg,city,0.022,38.730,-93.548,SZL,2275
                    ,fort leonard wood,city,0.016,37.742,-92.141,TBN,2300
                    ,kansas city,city,1.616,39.298,-94.714,MCI,2465
                    ,cape girardeau,city,0.055,37.225,-89.571,CGI,2521
                ,montana,state,
                    ,helena,city,0.050,46.607,-111.983,HLN,2064
                    ,butte,city,0.031,45.955,-112.497,BTM,2089
                    ,miles city,city,0.010,46.428,-105.886,MLS,2142
                    ,kalispell,city,0.037,48.311,-114.256,FCA,2290
                    ,great falls,city,0.066,47.482,-111.371,GTF,2321
                    ,havre,city,0.010,48.543,-109.762,HVR,2324
                    ,glendive,city,0.007,47.139,-104.807,GDV,2376
                    ,bozeman,city,0.054,45.778,-111.153,BZN,2403
                    ,billings,city,0.121,45.808,-108.543,BIL,2455
                    ,missoula,city,0.090,46.916,-114.091,MSO,2529
                ,nebraska,state,
                    ,grand island,city,0.053,40.967,-98.310,GRI,2063
                    ,lincoln,city,0.285,40.851,-96.759,LNK,2093
                    ,kearney,city,0.034,,,EAR,2159
                    ,north platte,city,0.024,41.126,-100.684,LBF,2425
                    ,scottsbluff,city,0.026,41.874,-103.596,BFF,2427
                    ,omaha,city,0.828,41.303,-95.894,OMA,2453
                    ,mccook,city,0.007,40.206,-100.592,MCK,2464
                    ,chadron,city,0.005,42.838,-103.095,CDR,2492
                ,nevada,state,
                    ,sun valley,city,0.021,43.504,-114.296,SUN,2145
                    ,reno,city,0.433,39.499,-119.768,RNO,2234
                    ,elko,city,0.021,40.825,-115.792,EKO,2285
                    ,las vegas,city,2.073,36.080,-115.152,LAS,2396
                ,new hampshire,state,
                ,new jersey,state,
                    ,trenton,city,0.297,40.277,-74.813,TTN,2109
                    ,atlantic city,city,0.241,39.458,-74.577,ACY,2371
                ,new mexico,state,
                    ,hobbs,city,0.041,32.688,-103.217,HOB,2162
                    ,farmington,city,0.053,36.741,-108.230,FMN,2291
                    ,silver city,city,0.012,,,SVC,2358
                    ,albuquerque,city,0.759,35.040,-106.609,ABQ,2417
                ,new york,state,
                    ,newburgh,city,0.028,41.504,-74.105,SWF,2121
                    ,huntington,city,0.204,38.367,-82.558,HTS,2255
                    ,elmira,city,0.065,42.160,-76.892,ELM,2258
                    ,ogdensburg,city,0.011,44.682,-75.465,OGS,2301
                    ,syracuse,city,0.407,43.111,-76.106,SYR,2333
                    ,buffalo,city,0.926,42.940,-78.732,BUF,2336
                    ,manhattan,city,1.644,39.141,-96.671,MHK,2344
                    ,ithaca,city,0.055,42.491,-76.458,ITH,2454
                    ,saranac lake,city,0.008,44.385,-74.206,SLK,2461
                    ,binghamton,city,0.151,42.209,-75.980,BGM,2470
                    ,massena,city,0.011,44.936,-74.846,MSS,2527
                ,north carolina,state,
                    ,asheville,city,0.309,35.436,-82.542,AVL,2144
                    ,charlotte,city,1.467,35.214,-80.943,CLT,2214
                    ,wilmington,city,0.246,34.271,-77.903,ILM,2229
                    ,raleigh,city,1.018,35.878,-78.787,RDU,2257
                    ,greensboro,city,0.336,36.098,-79.937,GSO,2508
                    ,new bern,city,0.051,35.073,-77.043,EWN,2516
                ,north dakota,state,
                    ,minot,city,0.050,48.259,-101.280,MOT,2117
                    ,williston,city,0.026,48.178,-103.642,ISN,2207
                    ,dickinson,city,0.022,46.797,-102.802,DIK,2289
                    ,fargo,city,0.205,46.921,-96.816,FAR,2353
                    ,bismarck,city,0.097,46.773,-100.746,BIS,2458
                    ,grand forks,city,0.066,47.949,-97.176,GFK,2467
                    ,devils lake,city,0.008,48.114,-98.909,DVL,2481
                ,ohio,state,
                    ,marion,city,0.045,37.755,-89.011,MWA,2140
                    ,cleveland,city,1.730,41.412,-81.850,CLE,2212
                    ,youngstown,city,0.374,41.261,-80.679,YNG,2233
                    ,alliance,city,0.032,42.053,-102.804,AIA,2238
                    ,akron,city,0.566,40.916,-81.442,CAK,2294
                    ,cincinnati,city,1.648,39.049,-84.668,CVG,2320
                    ,sidney,city,0.021,47.707,-104.193,SDY,2326
                    ,toledo,city,0.489,41.587,-83.808,TOL,2411
                    ,dayton,city,0.718,39.902,-84.219,DAY,2534
                ,oklahoma,state,
                    ,tulsa,city,0.672,36.198,-95.888,TUL,2099
                    ,oklahoma city,city,0.956,35.393,-97.601,OKC,2354
                    ,lawton,city,0.091,34.568,-98.417,LAW,2394
                ,oregon,state,
                    ,klamath falls,city,0.042,42.156,-121.733,LMT,2067
                    ,eugene,city,0.268,44.125,-123.212,EUG,2096
                    ,pendleton,city,0.017,45.695,-118.841,PDT,2213
                    ,north bend,city,0.010,43.417,-124.246,OTH,2330
                    ,medford,city,0.168,42.374,-122.873,MFR,2473
                ,pennsylvania,state,
                    ,pittsburgh,city,1.715,40.492,-80.233,PIT,2125
                    ,wilkes barre,city,0.041,41.339,-75.723,AVP,2143
                    ,state college,city,0.088,40.849,-77.849,SCE,2165
                    ,erie,city,0.188,42.083,-80.174,ERI,2186
                    ,williamsport,city,0.054,41.242,-76.921,IPT,2307
                    ,lewistown,city,0.022,47.049,-109.467,LWT,2379
                    ,harrisburg,city,0.442,40.194,-76.763,MDT,2406
                    ,latrobe,city,0.008,40.276,-79.405,LBE,2424
                    ,philadelphia,city,5.638,39.872,-75.241,PHL,2432
                    ,dubois,city,0.011,41.178,-78.899,DUJ,2449
                    ,ambler,city,0.007,67.106,-157.857,ABL,2486
                ,rhode island,state,
                    ,providence,city,1.207,41.733,-71.420,PVD,2517
                ,south carolina,state,
                    ,myrtle beach,city,0.260,33.680,-78.928,MYR,2120
                ,south dakota,state,
                    ,huron,city,0.013,44.385,-98.229,HON,2163
                    ,sioux falls,city,0.180,43.582,-96.742,FSD,2245
                    ,pierre,city,0.015,44.383,-100.286,PIR,2363
                    ,rapid city,city,0.089,44.045,-103.057,RAP,2485
                ,tennessee,state,
                    ,chattanooga,city,0.407,35.035,-85.204,CHA,2074
                    ,franklin,city,0.078,41.378,-79.860,FKL,2101
                    ,nashville,city,1.077,36.125,-86.678,BNA,2224
                    ,memphis,city,1.069,35.042,-89.977,MEM,2316
                    ,lewisburg,city,0.011,37.858,-80.399,LWB,2380
                    ,knoxville,city,0.585,35.811,-83.994,TYS,2435
                ,texas,state,
                    ,wichita falls,city,0.100,33.989,-98.492,SPS,2056
                    ,midland,city,0.144,31.942,-102.202,MAF,2058
                    ,killeen,city,0.247,31.067,-97.829,GRK,2062
                    ,del rio,city,0.044,29.374,-100.927,DRT,2127
                    ,austin,city,1.639,30.194,-97.670,AUS,2181
                    ,harlingen,city,0.137,26.229,-97.654,HRL,2196
                    ,bryan,city,0.084,30.589,-96.364,CLL,2210
                    ,beaumont,city,0.149,29.951,-94.021,BPT,2216
                    ,el paso,city,0.846,31.807,-106.378,ELP,2263
                    ,houston,city,5.446,29.984,-95.341,IAH,2334
                    ,san antonio,city,2.003,29.534,-98.470,SAT,2341
                    ,amarillo,city,0.206,35.219,-101.706,AMA,2368
                    ,waco,city,0.188,31.611,-97.230,ACT,2370
                    ,san angelo,city,0.100,31.358,-100.496,SJT,2374
                    ,texarkana,city,0.080,33.454,-93.991,TXK,2381
                    ,longview,city,0.100,32.384,-94.712,GGG,2405
                    ,abilene,city,0.115,32.411,-99.682,ABI,2416
                    ,lubbock,city,0.263,33.664,-101.823,LBB,2423
                    ,tyler,city,0.141,32.354,-95.402,TYR,2434
                    ,mcallen,city,0.801,26.176,-98.239,MFE,2462
                    ,corpus christi,city,0.341,27.770,-97.501,CRP,2477
                    ,laredo,city,0.260,27.544,-99.462,LRD,2519
                    ,dallas,city,5.733,32.897,-97.038,DFW,2533
                ,utah,state,
                    ,vernal,city,0.020,40.441,-109.510,VEL,2168
                    ,provo,city,0.504,40.219,-111.723,PVU,2209
                    ,riverton,city,0.043,43.064,-108.460,RIW,2220
                    ,moab,city,0.007,38.755,-109.755,CNY,2271
                    ,salt lake city,city,1.098,40.788,-111.978,SLC,2303
                    ,cedar city,city,0.037,37.701,-113.099,CDC,2488
                ,vermont,state,
                    ,rutland,city,0.019,43.529,-72.950,RUT,2235
                ,virginia,state,
                    ,lynchburg,city,0.125,37.327,-79.200,LYH,2247
                    ,charlottesville,city,0.102,38.139,-78.453,CHO,2313
                    ,norfolk,city,0.245,36.895,-76.201,ORF,2437
                    ,petersburg,city,0.032,56.802,-132.945,PSG,2496
                    ,roanoke,city,0.216,37.325,-79.975,ROA,2514
                ,washington,state,
                    ,pasco,city,0.073,46.265,-119.119,PSC,2116
                    ,wenatchee,city,0.072,47.399,-120.207,EAT,2161
                    ,port angeles,city,0.024,48.120,-123.500,CLM,2211
                    ,redmond,city,0.064,44.254,-121.150,RDM,2262
                    ,yakima,city,0.133,46.568,-120.544,YKM,2327
                    ,spokane,city,0.403,47.620,-117.534,GEG,2343
                    ,bellingham,city,0.126,48.793,-122.538,BLI,2351
                    ,walla walla,city,0.058,46.095,-118.288,ALW,2409
                    ,seattle,city,3.644,47.449,-122.309,SEA,2429
                ,west virginia,state,
                    ,morgantown,city,0.072,39.643,-79.916,MGW,2317
                    ,beckley,city,0.060,37.787,-81.124,BKW,2373
                    ,parkersburg,city,0.064,39.345,-81.439,PKB,2440
                ,wisconsin,state,
                    ,la crosse,city,0.102,43.879,-91.257,LSE,2059
                    ,wausau,city,0.074,44.778,-89.667,CWA,2103
                    ,eau claire,city,0.107,44.866,-91.484,EAU,2160
                    ,green bay,city,0.209,44.485,-88.130,GRB,2206
                    ,milwaukee,city,1.378,42.947,-87.897,MKE,2288
                    ,rhinelander,city,0.009,45.631,-89.467,RHI,2513
                    ,madison,city,0.440,43.140,-89.338,MSN,2530
                ,wyoming,state,
                    ,cheyenne,city,0.079,41.156,-104.812,CYS,2100
                    ,rock springs,city,0.027,41.594,-109.065,RKS,2156
                    ,cody,city,0.010,44.520,-109.024,COD,2231
                    ,gillette,city,0.034,44.349,-105.539,GCC,2280
                    ,sheridan,city,0.019,44.769,-106.980,SHR,2310
                    ,casper,city,0.067,42.908,-106.464,CPR,2389
                    ,worland,city,0.005,43.966,-107.951,WRL,2390
                    ,laramie,city,0.034,41.312,-105.675,LAR,2395
                ,"district of columbia|washington, d.c.",state,
            ,canada,country,
                ,bearskin lake,city,,53.966,-91.027,XBE,2582
                ,brandon,city,,49.910,-99.952,YBR,2583
                ,pelly bay,city,,68.534,-89.808,YBB,2584
                ,sanikiluaq,city,,56.538,-79.247,YSK,2585
                ,st john,city,,45.316,-65.890,YSJ,2586
                ,fort smith (ca),city,,60.020,-111.962,YSM,2587
                ,lutselke snowdrift,city,,62.418,-110.682,YSG,2589
                ,sachs harbour,city,,71.994,-125.243,YSY,2590
                ,high level,city,,58.621,-117.165,YOJ,2591
                ,old crow,city,,67.571,-139.839,YOC,2592
                ,sault ste marie (ca),city,,46.485,-84.509,YAM,2594
                ,bagotville,city,,48.331,-70.996,YBG,2596
                ,umiujaq,city,,56.536,-76.518,YUD,2599
                ,kasabonika,city,,53.525,-88.643,XKS,2600
                ,rainbow lake,city,,58.491,-119.408,YOP,2601
                ,kangiqsujuaq,city,,61.589,-71.929,YWB,2606
                ,quaqtaq,city,,61.046,-69.618,YQC,2609
                ,quebec,city,,46.791,-71.393,YQB,2610
                ,sydney (ca),city,,46.161,-60.048,YQY,2611
                ,summer beaver,city,,52.709,-88.542,SUR,2612
                ,kashechewan,city,,52.283,-81.678,ZKE,2615
                ,la grande,city,,53.625,-77.704,YGL,2616
                ,kingston (ca),city,,44.225,-76.597,YGK,2617
                ,kuujjuarapik,city,,55.282,-77.765,YGW,2619
                ,iles de la madeleine,city,,47.425,-61.778,YGR,2620
                ,geraldton (ca),city,,49.778,-86.939,YGQ,2621
                ,whati,city,,63.132,-117.246,YLE,2624
                ,akulivik,city,,60.819,-78.149,AKV,2627
                ,snare lake,city,,64.191,-114.077,YFJ,2629
                ,aupaluk,city,,59.297,-69.600,YPJ,2633
                ,pickle lake,city,,51.446,-90.214,YPL,2635
                ,st johns,city,,47.619,-52.752,YYT,2639
                ,bella coola,city,,52.388,-126.596,QBC,2640
                ,london (ca),city,,43.036,-81.154,YXU,2645
                ,east main,city,,52.226,-78.522,ZEM,2646
                ,webequie,city,,52.959,-87.375,YWP,2647
                ,wabush,city,,52.922,-66.864,YWK,2650
                ,kangiqsualujjuaq,city,,58.711,-65.993,XGR,2652
                ,waskaganish,city,,51.473,-78.758,YKQ,2660
                ,chisasibi,city,,53.806,-78.917,YKU,2661
                ,north spirit lake,city,,52.490,-92.971,YNO,2662
                ,deer lake (ca nl),city,,49.211,-57.391,YDF,2665
                ,deer lake (ca on),city,,52.656,-94.061,YVZ,2668
                ,qikiqtarjuaq,city,,67.546,-64.031,YVM,2669
                ,churchill falls,city,,53.562,-64.106,ZUM,2670
                ,tasiujuaq,city,,58.668,-69.956,YTQ,2675
                ,klemtu,city,,,,YKT,2676
                ,rouyn,city,,48.206,-78.836,YUY,2677
                ,big trout lake,city,,53.818,-89.897,YTL,2683
                ,alma,city,,48.509,-71.642,YTF,2684
                ,tulita fort norman,city,,64.910,-125.573,ZFN,2688
                ,round lake,city,,52.944,-91.313,ZRJ,2689
                ,blanc sablon,city,,51.444,-57.185,YBX,2691
                ,thompson,city,,55.801,-97.864,YTH,2696
                ,ulukhaktok,city,,70.763,-117.806,YHI,2698
                ,hopedale,city,,55.448,-60.229,YHO,2699
                ,pikangikum,city,,51.820,-93.973,YPM,2702
                ,sandy lake,city,,53.064,-93.344,ZSJ,2704
                ,fort frances,city,,48.654,-93.440,YAG,2705
                ,anahim lake,city,,52.452,-125.303,YAA,2706
                ,dawson city,city,,64.043,-139.128,YDA,2709
                ,goose bay,city,,53.319,-60.426,YYR,2712
                ,mont joli,city,,48.609,-68.208,YYY,2713
                ,ogoki,city,,51.659,-85.902,YOG,2719
                ,bonaventure,city,,48.071,-65.460,YVB,2721
                ,sachigo lake,city,,53.891,-92.196,ZPB,2723
                ,fort st john,city,,56.238,-120.740,YXJ,2728
                ,whale cove,city,,62.240,-92.598,YXN,2730
                ,st anthony,city,,51.392,-56.083,YAY,2732
                ,stephenville,city,,48.544,-58.550,YJT,2734
                ,wemindji,city,,53.011,-78.831,YNC,2736
                ,natuashish,city,,55.914,-61.184,YNP,2737
                ,nemiscau,city,,51.691,-76.136,YNS,2738
                ,masset,city,,54.028,-132.125,ZMT,2740
                ,aklavik,city,,68.223,-135.006,LAK,2741
                ,colville lake,city,,67.039,-126.080,YCK,2743
                ,kugluktuk coppermine,city,,67.817,-115.144,YCO,2744
                ,puvirnituq,city,,60.051,-77.287,YPX,2745
                ,fort hope,city,,51.562,-87.908,YFH,2748
                ,makkovik,city,,55.077,-59.186,YMN,2751
                ,fox harbour,city,,52.373,-55.674,YFX,2752
                ,havre st pierre,city,,50.282,-63.611,YGV,2754
                ,peawanuck,city,,54.988,-85.443,YPO,2757
                ,mont tremblant,city,,46.409,-74.780,YTM,2759
                ,lloydminster,city,,53.309,-110.073,YLL,2761
                ,hamilton (ca),city,,43.174,-79.935,YHM,2762
                ,wunnummin lake,city,,52.894,-89.289,WNN,2763
                ,comox,city,,49.711,-124.887,YQQ,2764
                ,chibougamau,city,,49.772,-74.528,YMT,2767
                ,gethsemani,city,,50.260,-60.679,ZGS,2768
                ,pakuashipi,city,,51.212,-58.658,YIF,2772
                ,clyde river,city,,70.486,-68.517,YCY,2773
                ,charlo,city,,47.991,-66.330,YCL,2775
                ,castlegar,city,,49.296,-117.632,YCG,2776
                ,muskrat dam,city,,53.441,-91.763,MSA,2778
                ,rae lakes,city,,64.116,-117.310,YRA,2779
                ,alberta,state,
                    ,grande prairie,city,0.041,55.180,-118.885,YQU,2613
                    ,fort chipewyan,city,0.003,58.767,-111.117,YPY,2631
                    ,lethbridge,city,0.071,49.630,-112.800,YQL,2638
                    ,edmonton,city,1.058,53.310,-113.580,YEG,2642
                    ,red deer,city,0.075,52.182,-113.894,YQF,2656
                    ,calgary,city,1.110,51.114,-114.020,YYC,2716
                    ,medicine hat,city,0.063,50.019,-110.721,YXH,2729
                    ,fort mcmurray,city,0.022,56.653,-111.222,YMM,2750
                ,british columbia,state,
                    ,kelowna,city,0.125,49.956,-119.378,YLW,2623
                    ,williams lake,city,0.014,52.183,-122.054,YWL,2649
                    ,penticton,city,0.038,49.463,-119.602,YYF,2653
                    ,kamloops,city,0.069,50.702,-120.444,YKA,2657
                    ,dawson creek,city,0.011,55.742,-120.183,YDQ,2667
                    ,sandspit,city,0.001,53.254,-131.814,YZP,2693
                    ,smithers,city,0.006,54.825,-127.183,YYD,2707
                    ,bella bella,city,0.001,,,ZEL,2708
                    ,fort nelson,city,0.006,58.836,-122.597,YYE,2714
                    ,prince george,city,0.066,53.889,-122.679,YXS,2724
                    ,abbotsford,city,0.152,49.025,-122.361,YXX,2725
                    ,terrace,city,0.019,54.468,-128.576,YXT,2727
                    ,quesnel,city,0.014,53.026,-122.510,YQZ,2735
                    ,port hardy,city,0.002,50.681,-127.367,YZT,2749
                    ,prince rupert,city,0.015,54.286,-130.445,YPR,2753
                    ,cranbrook,city,0.019,49.611,-115.782,YXC,2758
                    ,vancouver,city,2.313,49.194,-123.184,YVR,2766
                ,manitoba,state,
                    ,gillam,city,0.001,56.357,-94.711,YGX,2622
                    ,flin flon,city,0.006,54.678,-101.682,YFO,2637
                    ,winnipeg,city,0.632,49.910,-97.240,YWG,2648
                    ,the pas,city,0.006,53.971,-101.091,YQD,2672
                    ,churchill,city,0.001,58.739,-94.065,YYQ,2711
                    ,lynn lake,city,0.000,56.864,-101.076,YYL,2718
                ,new brunswick,state,
                    ,fredericton,city,0.052,45.869,-66.537,YFC,2628
                    ,moncton,city,0.091,46.112,-64.679,YQM,2636
                    ,bathurst,city,0.006,47.630,-65.739,ZBF,2663
                ,newfoundland and labrador,state,
                    ,rigolet,city,0.000,54.180,-58.458,YRG,2604
                    ,gander,city,0.003,48.937,-54.568,YQX,2641
                    ,nain,city,0.001,56.549,-61.680,YDP,2666
                ,northwest territories,state,
                    ,fort good hope,city,0.001,66.241,-128.651,YGH,2618
                    ,fort simpson,city,0.000,61.760,-121.237,YFS,2630
                    ,paulatuk,city,0.000,69.361,-124.075,YPC,2632
                    ,deline,city,0.001,65.211,-123.436,YWJ,2651
                    ,inuvik,city,0.003,68.304,-133.483,YEV,2655
                    ,tuktoyaktuk,city,0.001,69.433,-133.026,YUB,2680
                    ,fort mcpherson,city,0.001,67.408,-134.861,ZFM,2687
                    ,hay river,city,0.004,60.840,-115.783,YHY,2692
                    ,yellowknife,city,0.019,62.463,-114.440,YZF,2694
                    ,norman wells,city,0.001,65.282,-126.798,YVQ,2703
                ,nova scotia,state,
                    ,halifax,city,0.359,44.881,-63.509,YHZ,2701
                ,nunavut,state,
                    ,arctic bay,city,0.001,73.006,-85.033,YAB,2595
                    ,coral harbour,city,0.001,64.193,-83.359,YZS,2597
                    ,resolute,city,0.000,74.717,-94.969,YRB,2603
                    ,rankin inlet,city,0.002,62.811,-92.116,YRT,2605
                    ,kimmirut,city,0.000,62.850,-69.883,YLC,2625
                    ,arviat,city,0.002,61.094,-94.071,YEK,2654
                    ,taloyoak,city,0.001,69.547,-93.577,YYH,2664
                    ,baker lake,city,0.002,64.299,-96.078,YBK,2671
                    ,igloolik,city,0.002,69.365,-81.816,YGT,2673
                    ,hall beach,city,0.001,68.776,-81.243,YUX,2678
                    ,repulse bay,city,0.001,66.521,-86.225,YUT,2679
                    ,pond inlet,city,0.002,72.683,-77.967,YIO,2685
                    ,gjoa haven,city,0.001,68.636,-95.850,YHK,2690
                    ,cape dorset,city,0.001,64.230,-76.527,YTE,2697
                    ,pangnirtung,city,0.001,66.145,-65.714,YXP,2726
                    ,cambridge bay,city,0.001,69.108,-105.138,YCB,2746
                    ,iqaluit,city,0.006,63.756,-68.556,YFB,2747
                    ,grise fiord,city,0.000,76.426,-82.909,YGZ,2760
                    ,chesterfield inlet,city,0.000,63.347,-90.731,YCS,2774
                ,ontario,state,
                    ,sudbury,city,0.158,46.625,-80.799,YSB,2588
                    ,attawapiskat,city,0.002,52.928,-82.432,YAT,2593
                    ,red lake,city,0.002,51.067,-93.793,YRL,2602
                    ,kenora,city,0.011,49.788,-94.363,YQK,2607
                    ,windsor,city,0.319,42.276,-82.956,YQG,2608
                    ,thunder bay,city,0.099,48.372,-89.324,YQT,2614
                    ,lansdowne house,city,0.000,52.196,-87.934,YLH,2626
                    ,fort severn,city,0.000,56.019,-87.676,YER,2644
                    ,sarnia,city,0.144,42.999,-82.309,YZR,2674
                    ,toronto,city,5.213,43.677,-79.631,YYZ,2682
                    ,timmins,city,0.035,48.570,-81.377,YTS,2695
                    ,dryden,city,0.008,49.832,-92.744,YHD,2700
                    ,kapuskasing,city,0.009,49.414,-82.467,YYU,2710
                    ,north bay,city,0.050,46.364,-79.423,YYB,2717
                    ,ottawa,city,1.145,45.322,-75.669,YOW,2720
                    ,sioux lookout,city,0.005,50.114,-91.905,YXL,2731
                    ,cat lake,city,0.000,51.727,-91.824,YAC,2765
                    ,moosonee,city,0.002,51.291,-80.608,YMO,2770
                ,prince edward island,state,
                    ,charlottetown,city,0.042,46.290,-63.121,YYG,2715
                ,quebec,state,
                    ,gaspe,city,0.004,48.775,-64.479,YGP,2598
                    ,inukjuak,city,0.002,58.472,-78.077,YPH,2634
                    ,kangirsuk,city,0.001,60.027,-69.999,YKG,2658
                    ,schefferville,city,0.000,54.805,-66.805,YKL,2659
                    ,baie comeau,city,0.010,49.132,-68.204,YBC,2681
                    ,ivujivik,city,0.000,62.417,-77.925,YIK,2686
                    ,val d'or,city,0.021,48.053,-77.783,YVO,2722
                    ,salluit,city,0.000,62.179,-75.667,YZG,2739
                    ,port menier,city,0.000,49.836,-64.289,YPN,2756
                    ,sept iles,city,0.026,50.223,-66.266,YZV,2769
                    ,kuujjuaq,city,0.001,58.096,-68.427,YVP,2771
                    ,montreal,city,3.678,45.471,-73.741,YUL,2777
                ,saskatchewan,state,
                    ,regina,city,0.176,50.432,-104.666,YQR,2643
                    ,saskatoon,city,0.199,52.171,-106.700,YXE,2733
                    ,prince albert,city,0.035,53.214,-105.673,YPA,2755
                ,yukon,state,
                    ,whitehorse,city,0.023,60.710,-135.067,YXY,2742
    ,oceania,continent,
        ,micronesia,region,
            ,kiribati,country,
                ,kiritimati,city,,1.986,-157.350,CXI,643
                ,tarawa,city,0.029,1.382,173.147,TRW,644
            ,guam,country,
            ,northern mariana islands,country,
                ,saipan,city,,15.119,145.729,SPN,827
                ,rota,city,,14.174,145.243,ROP,828
            ,marshall islands,country,
                ,majuro,city,0.025,7.065,171.272,MAJ,857
                ,kwajalein island,city,,8.720,167.732,KWA,858
            ,"micronesia, fed. states of",country,
                ,pohnpei,city,,6.985,158.209,PNI,1208
                ,chuuk,city,,7.462,151.843,TKK,1209
                ,yap,city,,9.499,138.083,YAP,1210
                ,kosrae,city,,5.357,162.958,KSA,1211
            ,palau,country,
                ,koror,city,0.011,7.367,134.544,ROR,1722
            ,nauru,country,
                ,nauru island,city,,-0.547,166.919,INU,3235
        ,polynesia,region,
            ,french polynesia,country,
                ,maupiti island,city,,-16.427,-152.244,MAU,676
                ,rimatara,city,,-22.637,-152.806,RMT,677
                ,tubuai,city,,-23.365,-149.524,TUB,678
                ,fakahina,city,,,,FHZ,679
                ,kaukura,city,,-15.663,-146.885,KKR,680
                ,raivavae,city,,-23.885,-147.662,RVV,681
                ,totegegie,city,,-23.080,-134.890,GMR,682
                ,nukutavake,city,,-19.285,-138.772,NUK,683
                ,hao,city,,-18.075,-140.946,HOI,684
                ,takaroa,city,,-14.456,-145.025,TKX,685
                ,hiva oa,city,,-9.769,-139.011,AUQ,686
                ,rangiroa island,city,,-14.954,-147.661,RGI,687
                ,tureia,city,,-20.790,-138.570,ZTA,688
                ,rurutu,city,,-22.434,-151.361,RUR,689
                ,makemo,city,,-16.584,-143.658,MKP,690
                ,tatakoto,city,,-17.355,-138.445,TKV,691
                ,bora bora,city,,-16.444,-151.751,BOB,692
                ,reao,city,,-18.466,-136.440,REA,693
                ,katiu,city,,,,KXU,694
                ,arutua,city,,-15.248,-146.617,AXR,695
                ,tikehau,city,,-15.120,-148.231,TIH,696
                ,napuka,city,,-14.177,-141.267,NAU,697
                ,manihi,city,,-14.437,-146.070,XMH,698
                ,fakarava,city,,-16.054,-145.657,FAV,699
                ,faaite,city,,-16.687,-145.329,FAC,700
                ,vahitahi,city,,-18.780,-138.853,VHZ,701
                ,hikueru,city,,-17.545,-142.614,HHZ,702
                ,raroia,city,,-16.045,-142.477,RRR,703
                ,ua pou,city,,-9.352,-140.078,UAP,704
                ,ua huka,city,,-8.936,-139.552,UAH,705
                ,pukarua,city,,-18.296,-137.017,PUK,706
                ,mataiva,city,,-14.868,-148.717,MVT,707
                ,nuku hiva,city,,-8.796,-140.229,NHV,708
                ,fangatau,city,,-15.820,-140.887,FGU,709
                ,anaa,city,,-17.353,-145.510,AAA,710
                ,niau,city,,-16.119,-146.368,NIU,711
                ,tahiti,city,,-17.554,-149.607,PPT,712
                ,aratika,city,,,,RKA,713
                ,puka puka,city,,-14.809,-138.813,PKP,714
            ,niue,country,
            ,cook islands,country,
                ,aitutaki island,city,,-18.831,-159.764,AIT,1355
                ,mangaia island,city,,-21.896,-157.907,MGS,1356
                ,atiu island,city,,-19.968,-158.119,AIU,1357
                ,rarotonga island,city,,-21.203,-159.806,RAR,1358
            ,american samoa,country,
                ,pago pago,city,0.013,-14.331,-170.710,PPG,1486
            ,wallis and futuna islands,country,
                ,wallis island,city,,-13.238,-176.199,WLS,1555
                ,futuna,city,,-14.311,-178.066,FUT,1556
            ,samoa,country,
                ,apia,city,0.062,-13.830,-172.008,APW,1739
            ,tuvalu,country,
                ,funafuti,city,0.005,-8.525,179.196,FUN,1787
            ,tonga,country,
                ,nuku'alofa,city,,-21.241,-175.150,TBU,2581
        ,australia and new zealand,region,
            ,norfolk island,country,
            ,australia,country,
                ,hamilton (au),city,,-37.649,142.065,HLT,1572
                ,pormpuraaw,city,,-14.896,141.609,EDR,1574
